458,1
131,19
245,16
458,8
458,2
459,16
84,32
460,16
461,4
461,5
461,6
461,7
462,1
463,8
464,16
465,15
466,13
467,16
468,11
89,8
6,20
118,3
469,10
470,13
471,5
472,16
36,20
473,20
474,15
475,16
390,12
476,8
477,11
37,12
478,19
479,9
477,3
480,27
481,12
482,8
483,13
328,20
484,20
485,1
486,1
487,19
488,12
489,1
490,8
491,12
492,1
493,4
493,5
493,6
493,7
494,19
495,10
496,13
497,8
498,8
478,8
499,13
142,28
142,29
142,30
500,10
501,15
502,12
503,19
504,8
505,15
412,12
506,12
507,16
349,15
508,16
509,8
510,33
111,13
511,10
512,8
513,16
514,11
515,11
516,1
517,8
518,2
519,13
520,12
304,5
521,10
366,13
522,8
322,16
523,12
431,10
524,20
525,8
230,13
526,1
527,28
527,29
527,30
528,8
529,20
530,8
531,13
532,19
131,8
533,8
399,20
534,13
535,13
536,19
243,12
376,9
537,8
538,1
293,8
539,12
540,8
541,11
542,12
543,10
89,13
56,19
346,11
366,8
529,10
544,11
545,8
546,19
547,2
548,13
549,12
448,3
550,3
551,10
74,3
552,8
553,13
554,12
111,10
555,16
556,12
557,20
558,34
559,8
560,20
561,13
562,3
127,16
563,16
564,18
565,16
566,1
567,8
568,1
569,20
241,20
570,8
571,8
115,3
261,19
572,12
573,15
574,19
575,4
575,5
575,6
575,7
248,20
576,1
506,10
577,8
578,11
403,13
579,12
580,9
581,10
582,8
33,8
304,8
583,19
584,8
585,5
14,20
363,28
363,29
363,30
586,12
587,12
588,20
356,1
589,15
590,15
591,19
592,8
398,8
593,8
594,11
595,8
91,15
501,8
382,8
596,27
597,8
50,5
598,10
599,8
600,11
601,9
602,1
603,8
546,8
580,20
604,13
9,15
331,1
366,12
157,13
605,19
27,28
27,29
27,30
606,5
607,19
146,14
608,11
609,8
610,16
611,8
2,3
612,20
443,1
613,8
614,12
615,10
410,8
616,8
277,11
617,8
618,11
337,10
77,4
77,5
77,6
77,7
215,8
619,4
619,5
619,6
619,7
620,13
621,13
612,12
622,19
623,8
426,8
624,20
227,8
625,5
626,9
627,14
628,8
629,20
630,13
631,8
632,15
633,8
634,19
635,12
636,8
637,8
638,13
639,19
122,14
640,35
641,2
642,8
643,8
644,12
645,36
646,16
647,8
648,12
47,14
51,20
649,8
33,9
650,2
427,12
651,1
474,4
474,5
474,6
474,7
280,13
606,13
652,8
653,20
654,8
655,12
656,4
656,5
656,6
656,7
657,19
547,10
658,16
591,8
659,8
660,1
486,16
661,12
304,16
662,19
663,20
493,16
664,8
605,3
198,10
510,37
518,15
302,14
665,16
666,12
667,12
668,19
669,12
74,8
670,8
671,8
672,13
673,12
674,8
675,20
676,19
597,13
516,16
347,13
677,16
678,12
265,8
679,1
601,12
461,13
40,10
680,5
681,1
682,12
683,8
673,3
684,5
580,16
685,19
397,20
686,8
687,15
688,19
689,10
393,20
690,19
293,20
60,10
691,8
692,19
608,20
693,16
694,19
695,8
696,8
697,14
698,5
577,2
699,2
556,8
136,4
136,5
136,6
136,7
700,10
701,10
14,18
702,8
703,10
704,12
705,4
705,5
705,6
705,7
706,10
707,8
708,13
709,10
710,3
711,14
712,16
713,12
427,20
714,10
647,3
715,11
716,8
717,8
436,20
718,20
719,2
720,16
721,19
722,16
723,10
724,3
725,3
363,20
726,16
727,8
728,19
729,10
730,12
731,8
240,38
732,1
733,13
625,8
734,14
735,16
736,12
737,13
738,16
293,15
739,19
740,1
741,1
86,1
2,20
285,5
742,8
645,39
743,20
622,8
125,16
744,19
745,8
746,16
406,2
747,19
748,8
749,19
408,10
750,19
550,10
751,13
60,20
39,5
752,16
240,40
753,12
484,1
754,8
755,12
756,1
223,3
13,2
757,13
758,8
759,8
207,20
135,4
135,5
135,6
135,7
760,1
761,5
762,12
763,10
715,10
379,16
764,13
765,8
305,19
766,8
767,12
768,8
34,13
299,8
769,5
770,12
771,11
772,1
564,41
773,8
75,8
774,19
364,13
620,14
775,13
776,13
777,8
778,8
779,16
435,16
321,8
176,13
780,8
781,8
782,9
783,12
784,13
785,8
32,1
127,20
287,14
501,13
115,10
118,13
624,18
786,1
787,19
709,20
788,8
625,12
281,8
488,16
789,8
700,2
776,15
790,13
791,16
720,5
792,16
342,8
793,19
580,12
283,20
154,10
794,10
139,4
139,5
139,6
139,7
250,14
795,19
796,11
393,12
797,8
798,1
799,1
800,19
801,19
802,12
803,9
128,3
804,8
805,10
806,8
520,18
807,10
808,1
809,1
780,12
810,5
726,3
811,16
812,1
813,19
814,10
719,15
783,8
815,19
816,8
817,20
818,10
807,8
819,12
645,42
820,13
318,14
821,10
352,28
352,29
352,30
822,8
518,18
823,19
824,1
547,8
417,20
825,4
825,5
825,6
825,7
826,10
450,12
827,13
828,19
674,5
829,1
830,16
831,8
832,11
833,10
297,13
369,20
328,5
198,12
834,11
835,20
207,10
287,8
836,19
18,15
837,1
838,16
60,3
51,3
471,14
137,1
700,3
839,11
733,16
840,11
841,8
412,20
842,8
474,14
843,11
844,1
845,19
846,19
719,13
847,2
848,28
848,29
848,30
849,13
226,28
226,29
226,30
850,8
851,12
101,11
802,13
852,5
245,13
239,3
7,8
853,1
854,1
135,1
855,8
856,8
857,20
637,16
414,2
270,12
370,8
585,15
858,8
859,8
47,13
108,8
667,15
860,1
861,19
696,9
487,8
862,18
705,12
863,8
864,15
865,19
866,11
867,8
868,8
565,8
606,8
869,10
870,8
871,20
379,12
109,43
872,8
146,13
156,19
336,12
873,1
874,19
476,2
875,8
876,11
877,13
481,8
465,16
878,5
879,15
880,13
881,3
882,8
461,20
883,13
615,3
884,2
226,12
885,12
886,12
887,15
888,8
60,8
889,44
890,8
891,8
892,1
395,9
6,10
893,8
894,10
895,13
876,3
454,15
896,20
33,12
897,14
642,12
653,13
129,8
898,45
851,13
899,8
612,13
900,13
598,12
901,13
902,16
761,10
903,3
904,19
905,12
577,10
80,19
906,8
907,16
908,13
909,8
910,5
911,2
912,16
913,12
25,1
788,16
446,13
914,8
915,8
916,46
917,5
130,19
620,8
458,13
918,8
919,1
272,13
178,20
920,19
921,1
922,10
923,8
774,3
924,16
925,10
162,2
926,8
168,15
927,1
928,11
403,8
929,20
930,10
931,11
932,16
933,12
934,10
935,19
936,12
937,13
104,4
104,5
104,6
104,7
938,27
878,10
939,10
676,9
675,10
471,8
118,10
940,8
16,12
941,1
942,16
676,47
943,15
944,11
342,4
342,6
342,7
122,12
775,12
512,10
945,5
761,4
761,6
761,7
946,2
947,14
948,1
362,14
479,10
458,5
949,1
950,14
649,19
951,12
952,19
953,16
286,8
954,19
955,1
956,8
5,10
957,13
178,8
221,10
958,8
959,20
960,12
961,19
962,13
963,8
964,1
965,8
368,12
966,12
233,8
967,8
645,48
222,20
968,16
969,1
970,8
971,8
851,5
871,19
700,15
265,4
265,5
265,6
265,7
131,10
972,19
46,20
312,1
545,16
973,49
769,8
974,1
404,11
165,19
975,10
976,19
977,13
518,10
343,13
711,8
978,8
979,10
520,19
980,15
545,12
981,20
982,8
320,15
241,12
690,2
983,8
980,8
984,5
985,12
986,18
987,8
988,16
989,10
990,1
285,8
991,19
597,3
992,16
993,11
994,18
995,5
884,8
230,20
69,12
996,19
997,8
998,13
999,8
1000,16
1001,8
1002,13
181,12
155,15
95,10
304,13
1003,10
1004,1
763,20
1005,13
1006,13
1007,1
403,28
403,29
403,30
1008,20
198,20
979,20
1009,8
350,16
1010,8
50,3
590,14
1011,12
369,16
848,20
1012,20
653,8
1013,3
248,13
49,12
316,8
803,8
1014,8
435,1
1015,13
1016,19
527,19
1017,8
1018,19
1019,12
1020,8
479,2
595,20
1021,19
392,12
1022,10
1023,8
1024,8
1025,9
1026,12
1027,2
127,3
911,8
1028,13
485,8
601,10
129,16
1029,5
1030,9
449,3
831,5
118,20
547,5
318,19
1031,8
1032,19
146,8
1033,8
136,19
496,8
426,5
1034,11
1035,8
1036,12
1037,16
842,1
348,12
1038,12
453,8
1039,19
894,12
1040,12
1041,16
1042,5
530,20
961,8
626,12
1043,12
1044,16
979,1
290,2
1045,1
1046,9
1047,5
336,8
1048,19
1049,8
1050,4
1050,5
1050,6
1050,7
1051,1
1052,1
1053,13
1054,20
1055,19
1056,16
1057,16
1058,16
648,10
1059,8
290,3
1060,19
1061,4
1061,5
1061,6
1061,7
1062,8
1063,19
1003,13
1064,10
391,3
6,4
6,5
6,6
6,7
1065,12
1066,13
1067,4
1067,5
1067,6
1067,7
132,8
304,3
4,12
1068,19
1069,12
1070,1
474,8
778,14
1071,20
783,19
645,14
1072,16
1073,16
26,50
1074,1
1075,19
1076,8
1077,14
1078,1
903,10
1079,13
1080,20
751,8
770,1
1081,12
1082,19
1083,12
320,10
376,13
898,38
1084,20
1085,8
437,8
1086,11
1011,5
275,16
118,16
419,3
408,20
238,3
1087,8
122,15
624,9
832,8
699,8
1088,16
427,10
109,47
876,8
1089,11
477,8
245,12
591,13
480,19
779,19
48,20
1090,19
1091,1
1092,11
755,19
1093,5
472,15
946,10
540,5
25,13
761,16
446,12
1094,16
1095,5
1096,19
1097,16
1098,10
832,16
807,20
1099,8
1100,8
1101,15
169,8
337,9
1102,1
1103,9
564,8
81,14
14,12
340,9
1104,10
1105,16
96,14
775,20
329,20
352,20
451,8
1106,8
1107,20
1108,10
1109,8
1110,8
1111,16
1112,8
834,3
626,28
626,29
626,30
1113,20
1114,1
459,15
109,51
142,20
117,20
359,8
1115,20
26,52
779,4
779,5
779,6
779,7
1116,3
1117,8
1118,4
1118,5
1118,6
1118,7
959,8
820,5
1119,14
884,10
601,3
1120,4
1120,5
1120,6
1120,7
1121,8
1122,12
897,13
223,8
450,2
1123,5
917,15
705,1
894,8
1124,16
70,11
1125,2
476,12
61,8
1126,1
399,8
111,15
876,13
832,12
398,5
495,15
1127,11
1128,8
1129,12
1130,8
1131,1
1132,8
1133,1
1134,20
1135,11
1136,15
285,3
1137,8
318,12
1138,19
1069,10
947,16
337,2
1139,20
1140,1
686,13
727,5
1141,1
897,12
1142,8
84,53
1143,8
1144,8
627,13
1145,13
903,13
75,4
75,5
75,6
75,7
1146,1
1046,10
1147,4
1147,5
1147,6
1147,7
955,13
346,20
1148,8
1149,27
1150,14
736,10
1151,15
1152,10
675,3
1153,20
1154,9
608,16
150,8
1155,19
127,18
833,8
6,1
1156,8
939,20
1157,1
1158,8
59,19
1159,11
1160,8
1161,27
1162,15
1163,5
554,1
1164,12
124,8
1165,12
403,9
1166,13
481,11
1167,8
697,16
17,10
1168,8
1169,8
17,20
524,18
1072,3
1170,12
1171,1
717,4
717,5
717,6
717,7
34,8
1152,5
1172,16
550,16
1173,1
1174,11
640,54
1175,8
1176,14
1177,9
898,55
1178,20
1179,10
1117,13
1180,20
9,13
427,13
973,56
125,15
818,20
1101,8
1181,8
1182,15
135,16
1183,1
1184,20
1185,19
733,11
502,14
1186,12
1187,1
1134,16
1188,11
966,13
1189,20
779,28
779,29
779,30
928,3
1190,19
1191,8
2,1
37,10
1192,8
1193,8
1194,1
1195,3
1196,19
510,57
1197,1
1198,16
1064,20
1199,11
1200,19
1201,1
1011,13
1202,16
322,3
1203,16
240,58
168,14
1204,8
1205,8
1206,8
364,11
909,19
158,15
403,3
1178,16
440,12
671,13
481,20
1207,13
1208,20
276,11
928,18
1209,8
947,15
139,18
1210,10
419,20
1211,1
527,8
278,5
1212,1
1213,13
322,19
1214,19
1215,8
1051,8
1216,3
624,10
1217,19
1218,10
1022,16
1219,1
1220,8
1221,16
239,16
1222,12
457,8
1223,1
1224,8
1225,11
1226,8
1227,1
1228,13
148,11
1229,8
1230,3
1231,10
506,19
1232,5
167,2
1233,8
1234,14
1235,20
1236,4
1236,5
1236,6
1236,7
1237,20
386,15
1154,8
1238,19
1239,12
1240,12
1241,12
1242,8
1243,8
1232,20
282,10
1244,12
496,28
496,29
496,30
414,10
1245,8
629,12
1246,15
129,18
290,4
290,5
290,6
290,7
1134,9
1247,10
1248,13
1249,20
178,12
1250,1
1251,10
1252,12
129,15
1027,4
1027,5
1027,6
1027,7
1253,8
1254,19
719,19
534,8
143,20
1255,15
1038,4
1038,5
1038,6
1038,7
564,12
1256,8
1257,9
1258,16
871,16
329,12
898,59
1259,20
1260,8
1261,14
104,3
1262,5
696,5
1263,8
1264,5
1265,1
1266,1
1267,1
388,12
673,13
1268,16
1042,14
1269,8
479,18
1270,11
1271,13
1272,12
1273,12
1233,16
1274,3
1275,8
445,8
1276,19
1277,8
1278,5
1279,1
1280,8
347,4
347,5
347,6
347,7
1281,1
1282,8
1283,28
1283,29
1283,30
1284,13
832,9
1285,8
1015,3
562,19
1286,20
1287,8
766,20
1288,19
1125,1
599,14
1289,14
1290,15
1291,13
1292,3
91,12
212,3
1293,10
1294,13
1295,20
1296,8
486,10
1297,8
1298,8
501,14
1299,12
1300,8
1301,10
1302,8
1303,1
1304,13
1305,8
1306,11
600,8
1183,11
975,8
1307,4
1307,5
1307,6
1307,7
1123,12
1308,3
445,12
1309,1
500,9
1310,8
135,8
1121,10
479,8
1311,10
1035,12
833,20
1182,14
448,13
998,8
1020,16
322,11
1312,11
1313,20
75,16
1314,10
1098,8
569,13
858,16
1315,10
1316,11
1167,12
1317,1
1037,11
1318,12
135,11
1319,8
164,3
1320,2
1321,19
1322,1
1178,12
925,5
850,12
1323,8
99,12
25,4
25,5
25,6
25,7
716,15
488,11
299,20
93,16
1267,8
1324,12
501,3
1163,8
1325,5
596,11
1326,13
935,16
973,60
1327,1
295,13
1328,12
912,1
1272,1
1150,3
1329,4
1329,5
1329,6
1329,7
1330,11
1331,1
1332,8
26,10
1333,20
1334,13
1335,16
63,20
779,20
1336,19
1337,15
212,13
1338,11
419,12
1339,13
1340,20
1174,8
46,14
833,12
142,10
1341,1
1123,15
47,10
1342,15
838,11
478,10
1343,8
34,19
1344,15
367,18
207,14
1264,4
1264,6
1264,7
1345,19
1346,11
1347,14
644,4
644,5
644,6
644,7
1348,12
336,2
595,15
139,20
1349,19
618,12
1350,11
733,61
1343,12
34,3
1351,1
207,1
1352,12
1015,1
1353,8
1354,15
973,16
1355,11
1356,15
1113,12
1357,8
802,3
1248,20
1358,19
1043,14
1355,12
838,8
1244,1
221,16
1359,20
53,12
233,20
1360,19
720,8
1062,12
1011,10
1361,1
1362,8
1196,13
1363,18
1364,8
398,20
1365,11
1366,1
496,16
1367,1
1368,12
1369,5
1370,13
955,20
436,9
245,3
419,4
419,5
419,6
419,7
1275,1
1371,19
1372,8
517,16
1373,4
1373,5
1373,6
1373,7
324,8
711,5
1374,2
1355,13
1375,8
908,3
569,12
146,4
146,5
146,6
146,7
585,20
1376,13
1377,1
556,20
1378,8
1379,19
1380,20
312,12
1186,10
1081,1
761,13
1381,16
336,10
973,19
212,20
1382,11
1383,8
1384,16
1385,19
779,3
1371,8
480,15
1386,3
272,28
272,29
272,30
908,20
285,12
474,3
1387,10
1388,8
318,8
947,20
642,13
1015,28
1015,29
1015,30
801,11
1027,20
1389,8
615,8
753,8
851,10
584,5
1390,8
1391,8
410,3
510,62
427,4
427,5
427,6
427,7
337,20
1392,8
480,8
282,20
1393,8
212,12
1394,8
1395,19
317,8
359,10
863,1
1396,2
1397,8
448,1
1398,1
1399,8
518,8
1400,19
446,19
1350,15
700,20
1243,13
512,16
1022,20
63,10
1401,12
1402,16
820,8
402,12
142,13
751,14
697,20
1210,12
1403,8
1404,12
466,8
135,10
1405,8
1006,12
1333,10
194,20
1406,8
1275,5
1407,19
1408,13
1409,19
58,10
1410,16
337,12
1411,19
1412,14
1413,8
1414,1
674,10
305,1
719,3
1415,8
591,14
1416,13
110,12
1417,13
1376,12
349,20
1418,13
1026,8
1419,19
1025,8
1414,8
981,13
376,8
1420,8
1421,20
1422,1
942,1
1423,4
1423,5
1423,6
1423,7
177,63
110,15
399,10
1424,8
1425,12
245,10
1426,8
34,9
2,4
2,5
2,6
2,7
375,10
1105,8
973,64
1427,10
1428,8
1429,19
1430,19
1431,8
595,12
382,12
1432,10
776,1
704,8
263,5
1433,12
708,8
1434,19
1435,12
1024,10
1436,16
1437,20
51,15
1438,12
179,4
179,5
179,6
179,7
1439,1
615,28
615,29
615,30
349,8
1440,8
1441,13
900,28
900,29
900,30
14,19
1442,8
1443,12
884,16
1234,13
1444,13
992,8
1445,16
687,16
81,4
81,5
81,6
81,7
1446,19
1447,12
190,1
1448,1
1449,11
163,20
590,3
136,15
1450,20
626,10
916,65
1451,1
1452,13
1388,13
128,16
922,12
1453,8
1454,8
700,8
1455,1
1456,8
1457,12
1458,10
1193,20
353,8
267,5
434,15
472,8
1459,8
332,16
2,19
589,16
178,1
1460,12
649,10
1461,19
1462,1
928,2
162,20
162,15
587,10
402,19
1463,10
1355,8
832,13
779,13
383,13
653,10
1464,18
38,10
1465,13
1466,11
481,3
1308,14
186,8
946,12
530,9
1203,15
587,20
1467,8
1198,15
363,8
1468,8
1469,19
1470,13
1471,20
1472,19
205,13
1473,18
1474,8
1475,20
448,5
585,16
1476,13
1477,5
1478,8
1479,19
1480,1
74,5
112,13
1174,16
29,16
382,2
120,55
174,12
484,10
1481,5
284,11
1482,66
1483,10
642,9
1484,8
280,16
212,9
581,4
581,5
581,6
581,7
398,3
1485,8
342,20
322,10
1486,8
577,20
1041,8
1333,2
1487,1
605,13
1488,5
1417,8
833,14
1489,19
457,13
1490,11
1491,18
1492,11
1261,4
1261,5
1261,6
1261,7
627,5
1493,20
1494,8
667,8
251,13
1495,16
917,8
1496,16
647,10
928,20
675,12
488,20
458,10
550,8
878,15
1497,1
493,13
1498,11
1295,19
320,14
898,67
427,8
653,16
794,20
1499,12
577,19
1500,1
1501,20
9,5
1502,8
701,2
1258,12
709,8
410,13
1503,19
1504,19
1505,11
1506,8
352,19
32,8
1271,8
1348,18
258,20
1507,15
1508,8
1509,11
1510,5
541,8
1511,19
818,12
834,8
1077,8
247,8
1512,11
1387,20
1015,2
1513,20
9,10
1514,8
268,5
176,20
392,20
324,9
1515,13
1064,8
458,12
1516,13
1517,20
1518,1
1519,8
207,43
136,43
1520,1
620,10
545,10
222,10
1521,16
615,20
832,5
1522,16
1523,19
667,16
898,68
1147,12
1524,11
711,9
1525,15
538,20
493,18
622,16
392,8
1036,10
440,19
744,16
1526,8
925,4
925,6
925,7
1527,1
1528,16
1529,28
1529,29
1529,30
612,8
1530,10
1531,8
1532,3
1121,5
268,20
98,19
1533,19
3,15
1534,8
1535,20
1536,12
1537,10
577,13
154,12
1123,8
752,8
290,13
1538,28
1538,29
1538,30
1539,15
1540,10
628,19
1541,12
1542,8
1421,10
700,13
1543,19
195,28
195,29
195,30
500,2
124,10
100,1
878,13
36,4
36,6
36,7
581,18
1544,16
1545,15
1546,13
733,8
1172,15
485,16
682,4
682,5
682,6
682,7
699,13
34,4
34,5
34,6
34,7
1547,19
1548,14
112,3
1549,12
1502,20
1092,8
1550,8
527,15
332,15
496,2
1551,11
461,10
1552,8
461,2
1258,14
256,12
1016,8
1553,19
867,1
1134,10
1554,20
1555,16
1556,12
1557,10
1558,8
1559,1
640,69
1168,15
474,10
395,20
928,15
1377,8
1127,13
408,8
968,20
676,11
700,16
1525,20
1560,8
779,10
397,18
26,12
1561,19
1562,4
1562,5
1562,6
1562,7
569,8
1563,1
56,2
241,8
686,10
170,16
483,3
1564,1
1565,12
9,1
1566,8
331,9
1567,12
1568,19
1569,1
500,12
1026,13
1570,2
907,15
1571,10
823,20
775,28
775,29
775,30
156,12
1485,11
282,12
1572,1
332,19
496,14
1444,14
381,4
381,5
381,6
381,7
1147,16
496,10
156,16
577,12
1573,8
1574,16
136,3
1575,11
36,2
1576,8
1577,8
648,20
1578,3
1579,1
1539,16
529,12
1580,16
917,14
17,8
930,20
1581,13
1582,10
1583,8
19,11
1584,1
1091,8
981,28
981,29
981,30
280,20
39,8
1585,8
376,12
419,13
273,8
272,8
1586,8
1587,20
1372,20
272,10
1588,12
1300,9
443,12
143,13
173,8
1019,13
591,15
1582,12
1589,10
1427,16
1556,20
1590,16
518,28
518,29
518,30
1591,8
427,16
493,9
479,20
1592,1
340,16
1593,19
1594,19
1595,11
1363,28
1363,29
1363,30
276,10
600,12
1596,4
1596,5
1596,6
1596,7
1597,1
205,10
1598,1
1302,19
743,10
1599,16
689,20
1600,9
26,70
1601,1
1602,1
966,16
1603,20
616,5
1604,10
816,1
1605,20
1606,8
195,20
448,16
1607,19
317,12
1608,20
1609,8
1610,13
1237,1
304,2
207,47
136,47
1363,9
1257,12
1198,20
1611,8
1612,27
1613,3
1614,16
437,1
1615,12
1616,13
1011,20
972,16
390,3
49,20
195,12
1617,11
416,19
347,16
17,12
878,16
1618,12
1619,1
1620,8
1621,20
1622,11
1623,65
493,15
1624,10
933,15
127,14
1625,1
1608,12
1626,8
1627,8
270,20
450,13
1628,11
168,13
155,2
1629,8
728,20
1630,10
1631,1
1632,8
474,20
562,8
676,16
1633,11
32,15
1634,12
1262,12
1635,19
1636,19
6,16
1614,8
1637,8
440,20
922,3
1420,4
1420,5
1420,6
1420,7
389,10
930,8
244,10
1638,8
1639,15
629,8
1640,8
1457,20
1641,16
922,20
1642,11
686,20
1051,5
474,13
1179,12
1643,12
1644,12
1645,13
1646,11
518,13
905,16
1292,20
493,8
1647,8
1166,8
1648,1
1649,9
98,1
1046,8
1153,8
1170,18
1650,12
434,8
1027,12
620,15
647,13
1101,16
928,10
1651,10
33,20
60,4
60,5
60,6
60,7
1574,1
973,71
1652,13
207,13
1168,16
762,10
793,8
241,11
1653,3
389,19
1654,1
1041,15
25,10
1655,16
400,10
1656,8
56,15
911,9
1078,10
562,13
342,2
851,2
1657,8
178,16
715,3
1658,19
585,8
1659,20
898,11
1660,18
1661,1
115,20
1662,8
1108,19
272,4
272,5
272,6
272,7
981,16
1663,12
1495,8
850,15
322,15
1514,11
1664,19
60,13
562,14
78,8
1665,13
1666,1
1667,8
143,2
390,15
936,5
807,12
676,8
1668,10
1008,5
988,15
259,12
1669,16
305,8
382,10
656,8
530,18
1670,8
979,2
774,72
1671,19
1470,8
1447,20
1672,19
56,20
1095,11
1673,1
870,12
886,13
1674,8
684,10
1210,1
320,3
352,13
1675,10
1676,1
1677,10
1342,11
1678,19
285,13
111,16
1679,11
246,3
1680,18
25,12
1681,16
1682,16
624,2
386,2
83,10
1683,8
1372,14
115,14
1684,16
386,8
1347,13
1669,9
510,25
1685,20
606,14
1686,11
1687,16
215,10
340,5
1561,8
1688,19
1689,8
1690,20
84,56
1691,16
1692,20
1693,4
1693,5
1693,6
1693,7
1218,13
2,50
1694,19
1329,15
1695,19
207,3
391,10
1696,11
1697,1
1142,5
1698,18
1699,20
34,16
1065,2
1605,28
1605,29
1605,30
517,2
834,13
1700,16
1701,19
897,20
877,12
1702,8
1703,12
265,13
1615,18
1704,11
1705,12
608,3
126,73
1706,15
802,14
691,12
518,20
1707,1
1108,4
1108,5
1108,6
1108,7
673,14
726,13
1708,1
550,15
1709,8
608,13
1710,12
458,14
1711,11
582,16
386,4
386,5
386,6
386,7
1712,13
1150,2
1713,19
1714,11
378,15
1010,19
550,19
1525,4
1525,5
1525,6
1525,7
579,20
26,74
1715,1
25,16
1349,13
1024,1
1716,8
947,3
1717,8
430,10
1608,8
1718,8
1719,11
1720,13
851,16
1239,11
1721,16
221,19
1308,2
658,15
947,2
1722,1
476,13
1723,12
966,18
